Word,Average Matches
vapes,1.3295896
varan,1.0639309
varas,1.0933045
vardy,1.1585313
varec,1.4682505
vares,1.5416846
varia,1.1041037
varix,1.1140388
varna,1.062203
varus,1.2829374
varve,1.275594
vasal,1.0116631
vases,1.1805615
vasts,1.012527
vasty,1.1922246
vatic,1.2181425
vatus,1.2095033
vauch,1.0116631
vaute,1.398704
vauts,1.2095033
vawte,1.2850972
vaxes,1.1961123
veale,1.2103672
veals,1.4600432
vealy,1.3732182
veena,1.1555076
veeps,0.94168466
veers,1.1537797
veery,1.0669546
vegas,1.3097192
veges,0.9300216
vegie,0.94686824
vegos,1.2077754
vehme,0.83023757
veils,1.3468683
veily,1.2600431
veins,1.3045356
veiny,1.2177106
velar,1.5546436
velds,1.2272139
veldt,1.2483802
veles,1.0803456
vells,1.0794816
velum,1.1265659
venae,1.1680346
venal,1.4306695
vends,1.1848812
vendu,1.1153347
veney,0.9511879
venge,0.9049676
venin,1.0384449
vents,1.313175
venus,1.2224622
verbs,1.2643628
verra,1.2812095
verry,1.0686826
verst,1.437149
verts,1.437149
vertu,1.3676026
vespa,1.3295896
vesta,1.4682505
vests,1.076026
vetch,1.1658747
vexed,0.7092873
vexer,0.9110151
vexes,0.8164147
vexil,1.0958964
vezir,1.1766739
vials,1.2833693
viand,1.1339093
vibes,1.1822894
vibex,0.9313175
vibey,1.0954643
viced,1.1533477
vices,1.2604752
vichy,0.8812095
viers,1.4285097
views,1.1507559
viewy,1.0639309
vifda,0.98574513
viffs,0.7019438
vigas,1.1330453
vigia,0.8725702
vilde,1.2397408
viler,1.4414687
villi,0.6358531
vills,0.9028078
vimen,1.1663067
vinal,1.2539957
vinas,1.2410368
vinca,1.1676025
vined,1.1974082
viner,1.3991361
vines,1.3045356
vinew,1.1213822
vinic,0.7814255
vinos,1.1390929
vints,1.1365011
viold,1.074298
viols,1.1814255
vired,1.3213823
vireo,1.4522678
vires,1.4285097
virga,1.2276458
virge,1.2911447
virid,0.87170625
virls,1.2522678
virtu,1.1909287
visas,1.0038877
vised,1.2267818
vises,1.0673866
visie,1.0734341
visne,1.3045356
vison,1.1390929
visto,1.1896328
vitae,1.4807775
vitas,1.2915766
vitex,1.1041037
vitro,1.2842332
vitta,1.0323974
vivas,1.0038877
vivat,1.025054
vivda,0.8967603
viver,1.1619871
vives,1.0673866
vizir,0.72699785
vizor,1.0112311
vleis,1.3468683
vlies,1.3468683
vlogs,1.0315335
voars,1.3762419
vocab,1.0565875
voces,1.2717062
voddy,0.699352
vodou,0.7166307
vodun,0.949892
voema,1.3326133
vogie,1.2203023
voids,1.0613391
voile,1.3706263
voips,1.0509719
volae,1.4838012
volar,1.3892008
voled,1.2509719
voles,1.3580993
volet,1.3792657
volks,0.9892009
volta,1.3157667
volte,1.3792657
volti,1.2025918
volts,1.1900648
volva,1.0285097
volve,1.0920086
vomer,1.3015119
voted,1.2591792
votes,1.3663067
vouge,1.1382289
voulu,0.8323974
vowed,1.0548596
vower,1.2565875
voxel,1.1071274
vozhd,0.6937365
vraic,1.2915766
vrils,1.2522678
vroom,0.8587473
vrous,1.1809936
vrouw,0.99784017
vrows,1.0673866
vuggs,0.66090715
vuggy,0.5740821
vughs,0.82203025
vughy,0.7352052
vulgo,0.961987
vulns,1.0462203
vulva,0.93520516
vutty,0.73779696
waacs,0.93693304
wacke,1.213391
wacko,1.0479481
wacks,1.0241901
wadds,0.9075594
waddy,0.8207343
waded,1.0928726
wader,1.4539957
wades,1.3593953
wadge,1.2220303
wadis,1.1827214
wadts,1.1913607
waffs,0.83455724
wafts,1.1209503
waged,1.2220303
wages,1.3291577
wagga,0.61468685
wagyu,0.9835853
wahoo,0.93174946
waide,1.3719223
waifs,1.112311
waift,1.1334773
wails,1.3028078
wains,1.2604752
wairs,1.3844492
waite,1.500216
waits,1.3110151
wakas,0.83844495
waked,1.1796976
waken,1.2574514
waker,1.3814255
wakes,1.2868251
wakfs,0.9200864
waldo,1.2069114
walds,1.1831534
waled,1.3723543
waler,1.574082
wales,1.4794817
walie,1.4920087
walis,1.3028078
walks,1.1105832
walla,0.774514
walls,1.0354211
wally,0.9485961
walty,1.224622
wamed,1.2211663
wames,1.3282937
wamus,1.0695465
wands,1.1408207
waned,1.3300216
wanes,1.437149
waney,1.3503239
wangs,1.1105832
wanks,1.0682505
wanky,0.98142546
wanle,1.4501079
wanly,1.174082
wanna,0.7239741
wants,1.2691145
wanty,1.1822894
wanze,1.1853132
waqfs,0.84535635
warbs,1.2203023
warby,1.1334773
wards,1.2647948
wared,1.4539957
wares,1.5611231
warez,1.3092873
warks,1.1922246
warms,1.2336934
warns,1.3425486
warps,1.2544277
warre,1.300648
warst,1.3930886
warts,1.3930886
wases,1.2
washy,1.087257
wasms,0.8725702
wasps,0.8933045
waspy,1.0730022
wasts,1.0319655
watap,0.92181426
watts,1.0393089
wauff,0.7688985
waugh,0.96717066
wauks,1.0280777
waulk,1.0410367
wauls,1.2207344
waurs,1.3023758
waved,1.1568035
waves,1.2639309
wavey,1.1771058
wawas,0.7511879
wawes,1.199568
wawls,1.0233262
waxed,1.1084234
waxer,1.3101512
waxes,1.2155508
wayed,1.2725703
wazir,1.1326134
wazoo,0.78315336
weald,1.3723543
weals,1.4794817
weamb,1.1766739
weans,1.437149
wears,1.5611231
webby,0.83801293
weber,1.0298057
wecht,1.1853132
wedel,0.9926566
wedgy,1.0095032
weeds,0.97149026
weeke,0.65529156
weeks,0.89892006
weels,1.0915767
weems,0.94038874
weens,1.049244
weeny,0.96241903
weeps,0.9611231
weepy,0.87429804
weest,1.099784
weete,0.8561555
weets,1.099784
wefte,0.9347732
wefts,1.1844492
weids,1.2462204
weils,1.3663067
weirs,1.4479482
weise,1.1036717
weize,0.85183585
wekas,1.2868251
welds,1.2466522
welke,0.92440605
welks,1.174082
welkt,1.1952484
wells,1.0989201
welly,1.012095
welts,1.374946
wembs,1.0509719
wends,1.2043196
wenge,0.92440605
wenny,0.96155506
wents,1.3326133
weros,1.4591793
wersh,1.3321815
wests,1.0954643
wetas,1.487689
wetly,1.288121
wexed,0.72872573
wexes,0.83585316
whamo,1.0596112
whams,1.0358531
whang,1.0073434
whaps,1.0565875
whare,1.4578834
whata,0.93088555
whats,1.1952484
whaup,0.98704106
whaur,1.199136
wheal,1.3762419
whear,1.4578834
wheen,0.9572354
wheep,0.86911446
wheft,1.0812095
whelk,1.0708424
whelm,1.112311
whens,1.2082074
whets,1.2587473
whews,0.97062635
wheys,1.1507559
whids,0.9537797
whift,0.90453565
whigs,0.92354214
whilk,0.8941685
whims,0.9226782
whins,1.0315335
whios,1.0846652
whips,0.94341254
whipt,0.9645788
whirr,0.8885529
whirs,1.1555076
whish,0.7952484
whiss,0.80302376
whist,1.0820735
whits,1.0820735
whity,0.9952484
whizz,0.54211664
whomp,0.8164147
whoof,0.6410367
whoot,0.8397408
whops,0.9546436
whore,1.3559395
whorl,1.1796976
whort,1.187905
whoso,0.80561554
whows,0.8051836
whump,0.72311014
whups,0.8613391
whyda,0.9801296
wicca,0.949892
wicks,0.9110151
wicky,0.8241901
widdy,0.7075594
wides,1.2462204
wiels,1.3663067
wifed,1.0686826
wifes,1.17581
wifey,1.0889848
wifie,0.91533476
wifty,0.92095035
wigan,1.1231102
wigga,0.88812095
wiggy,0.675594
wikis,0.7239741
wilco,1.1274298
wilds,1.0699784
wiled,1.2591792
wiles,1.3663067
wilga,1.1654427
wilis,0.9166307
wilja,1.0475162
wills,0.9222462
wilts,1.1982721
wimps,0.9084233
winds,1.0276458
wined,1.2168467
wines,1.3239741
winey,1.237149
winge,1.186609
wings,0.9974082
wingy,0.91058314
winks,0.9550756
winna,0.9974082
winns,0.87170625
winos,1.1585313
winze,1.0721382
wiped,1.1287256
wiper,1.3304535
wipes,1.2358531
wired,1.3408208
wirer,1.1844492
wires,1.4479482
wirra,1.1239741
wised,1.2462204
wises,1.086825
wisha,1.186609
wisht,1.0820735
wisps,0.7801296
wists,0.9187905
witan,1.2816415
wited,1.2673866
wites,1.374514
withe,1.2712743
withs,1.0820735
withy,0.9952484
wived,1.0436285
wiver,1.2453563
wives,1.1507559
wizen,1.0721382
wizes,1.1015118
woads,1.1939524
woald,1.2069114
wocks,0.9222462
wodge,1.1200864
woful,0.9412527
wojus,0.85054
woker,1.2794816
wokka,0.85442764
wolds,1.0812095
wolfs,1.0107992
wolly,0.84665227
wolve,1.174946
wombs,0.88552916
womby,0.7987041
womyn,0.92095035
wonga,1.1343412
wongi,1.0211663
wonks,0.9663067
wonky,0.8794816
wonts,1.1671706
woods,0.81209505
wooed,1.0012959
woofs,0.7416847
woofy,0.6548596
woold,0.825054
wools,0.9321814
woons,0.8898488
woops,0.8017279
woopy,0.7149028
woose,1.1084234
woosh,0.8159827
wootz,0.6885529
words,1.162851
works,1.0902808
worms,1.1317495
wormy,1.0449244
worts,1.2911447
wowed,0.99049675
wowee,0.8349892
woxen,1.0842333
wrang,1.2051836
wraps,1.2544277
wrapt,1.275594
wrast,1.3930886
wrate,1.5822895
wrawl,1.1179266
wrens,1.4060475
wrick,1.0056156
wried,1.3408208
wrier,1.186609
wries,1.4479482
writs,1.2799137
wroke,1.2794816
wroot,1.037581
wroth,1.187905
wryer,1.087257
wuddy,0.62548596
wudus,0.71058315
wulls,0.84017277
wurst,1.1978402
wuses,1.0047516
wushu,0.7118791
wussy,0.73304534
wuxia,0.96933043
wyled,1.1598272
wyles,1.2669547
wynds,0.92829376
wynns,0.7723542
wyted,1.1680346
wytes,1.275162
xebec,0.79395247
xenia,1.3818574
xenic,1.1827214
xenon,1.0012959
xeric,1.3066955
xerox,1.1244061
xerus,1.2980561
xoana,0.9395248
xrays,1.2172786
xylan,1.1062635
xylem,1.0609071
xylic,0.9490281
xylol,0.76673865
xylyl,0.4760259
xysti,1.0306696
xysts,0.7516199
yaars,1.2012959
yabas,0.962851
yabba,0.69676024
yabby,0.69071275
yacca,0.7727862
yacka,0.8596112
yacks,1.1205183
yaffs,0.93088555
yager,1.5200864
yages,1.425486
yagis,1.2488121
yahoo,1.0280777
yaird,1.3736501
yakka,0.6660907
yakow,1.0345572
yales,1.57581
yamen,1.3952484
yampy,0.85097194
yamun,1.1365011
yangs,1.2069114
yanks,1.1645788
yapok,1.100216
yapon,1.2505399
yapps,0.9926566
yappy,0.7257019
yarak,1.0293736
yarco,1.4185746
yards,1.3611231
yarer,1.3939525
yarfa,1.0298057
yarks,1.2885529
yarns,1.4388769
yarrs,1.2077754
yarta,1.2285097
yarto,1.5131749
yates,1.5840173
yauds,1.1969762
yauld,1.2099352
yaups,1.186609
yawed,1.2725703
yawey,1.112743
yawls,1.2034557
yawns,1.1611232
yawny,0.8941685
yawps,1.0730022
ybore,1.4038876
yclad,1.2060475
ycled,1.2695464
ycond,1.061771
ydrad,1.0941684
ydred,1.1576674
yeads,1.4557235
yeahs,1.4596112
yealm,1.437581
yeans,1.5334773
yeard,1.550324
years,1.6574514
yecch,0.9939525
yechs,1.2604752
yechy,0.9935205
yedes,1.076026
yeeds,1.0678185
yeesh,1.0717063
yeggs,1.0354211
yelks,1.2704104
yells,1.1952484
yelms,1.311879
yelps,1.3326133
yelts,1.4712743
yenta,1.5546436
yente,1.1792656
yerba,1.5058315
yerds,1.424622
yerks,1.3520519
yeses,0.9166307
yesks,0.9909287
yests,1.1917926
yesty,1.1913607
yetis,1.4708424
yetts,1.199136
yeuks,1.187905
yeuky,0.92095035
yeven,0.9511879
yeves,0.98056155
yewen,0.97062635
yexed,0.825054
yexes,0.9321814
yfere,1.0937365
yiked,1.162851
yikes,1.2699784
yills,1.0185745
yince,1.3468683
yipes,1.3321815
yippy,0.612527
yirds,1.2479482
yirks,1.175378
yirrs,1.0946004
yirth,1.2730021
yites,1.4708424
yitie,1.2103672
ylems,1.311879
ylike,1.2829374
ylkes,1.2704104
ymolt,1.1676025
ympes,1.1814255
yobbo,0.59179264
yobby,0.5887689
yocks,1.0185745
yodel,1.3667387
yodhs,1.0613391
yodle,1.3667387
yogas,1.2600431
yogee,1.0609071
yoghs,1.0311015
yogic,1.0734341
yogin,1.1174946
yogis,1.1468682
yoick,1.0311015
yojan,1.112743
yoked,1.174082
yokel,1.2941685
yoker,1.3758099
yokes,1.2812095
yokul,1.0354211
yolks,1.1049676
yolky,0.83801293
yomim,0.87904966
yomps,1.0159827
yonic,1.1814255
yonis,1.2548596
yonks,1.062635
yoofs,0.83801293
yoops,0.89805615
yores,1.5555075
yorks,1.186609
yorps,1.2488121
youks,1.0224622
yourn,1.2673866
yours,1.2967602
yourt,1.3179265
youse,1.3913606
yowed,1.1706264
yowes,1.2777538
yowie,1.2902808
yowls,1.1015118
yowza,0.96241903
yrapt,1.3719223
yrent,1.5235422
yrivd,1.0453564
yrneh,1.3991361
ysame,1.424622
ytost,1.0285097
yuans,1.27473
yucas,1.2306695
yucca,0.96414685
yucch,0.7352052
yucko,0.9490281
yucks,0.92526996
yucky,0.65831536
yufts,1.0220302
yugas,1.1667386
yuked,1.0807775
yukes,1.187905
yukky,0.4647948
yukos,1.0224622
yulan,1.287689
yules,1.3805616
yummo,0.80043197
yummy,0.5097192
yumps,0.9226782
yupon,1.0552915
yuppy,0.53045356
yurta,1.4198704
yurts,1.2941685
yuzus,0.662203
zabra,0.89071274
zacks,0.9555076
zaida,0.8531318
zaidy,1.0272138
zaire,1.5049676
zakat,0.7909287
zaman,0.78185743
zambo,0.9425486
zamia,0.82203025
zanja,0.663067
zante,1.3896328
zanza,0.6514039
zanze,1.1015118
zappy,0.7408207
zarfs,1.1257019
zaris,1.3157667
zatis,1.2423326
zaxes,1.1468682
zayin,1.1049676
zazen,1.1015118
zeals,1.4107991
zebec,0.79308856
zebub,0.7844492
zebus,1.0509719
zedas,1.2907127
zeins,1.2552916
zendo,1.1593952
zerda,1.3853132
zerks,1.187041
zeros,1.3904967
zests,1.0267819
zetas,1.4190065
zexes,0.7671706
zezes,0.7511879
zhomo,0.5987041
zibet,1.1542116
ziffs,0.65269977
zigan,1.0544276
zilas,1.2341253
zilch,0.93174946
zilla,0.97926563
zills,0.8535637
zimbi,0.5386609
zimbs,0.80561554
zinco,1.0164146
zincs,0.9926566
zincy,0.9058315
zineb,1.1036717
zines,1.2552916
zings,0.9287257
zingy,0.84190065
zinke,1.075594
zinky,0.79956806
zippo,0.7382289
zippy,0.6276458
ziram,1.1775378
zitis,0.8561555
zizel,1.0306696
zizit,0.58920085
zlote,1.3300216
zloty,1.0539957
zoaea,1.1572354
zobos,0.6924406
zobus,0.88552916
zocco,0.5028078
zoeae,1.1611232
zoeal,1.4345572
zoeas,1.4215983
zoism,0.9809935
zoist,1.1403887
zombi,0.82937366
zonae,1.3922247
zonda,1.0958964
zoned,1.1593952
zoner,1.3611231
zones,1.2665226
zonks,0.8976242
zooea,1.1654427
zooey,0.9529158
zooid,0.75593954
zooks,0.67084235
zooms,0.712311
zoons,0.8211663
zooty,0.78488123
zoppa,0.8514039
zoppo,0.46177107
zoril,1.2267818
zoris,1.2138228
zorro,0.67688984
zouks,0.8574514
zowee,0.85010797
zowie,1.12527
zulus,0.76198703
zupan,0.99222463
zupas,1.0215982
zuppa,0.7580994
zurfs,0.93045354
zuzim,0.62073433
zygal,0.9974082
zygon,0.8531318
zymes,1.0470842
zymic,0.79697627
cigar,1.3568034
rebut,1.4185746
sissy,0.737365
humph,0.6423326
awake,1.0276458
blush,1.0233262
focal,1.2462204
evade,1.0794816
naval,0.98228943
serve,1.1663067
heath,1.3036717
dwarf,1.087257
model,1.3153348
karma,0.9762419
stink,1.1593952
grade,1.499784
quiet,1.2336934
bench,1.1663067
abate,1.2600431
feign,1.1922246
major,1.1853132
death,1.4604752
fresh,1.3377969
crust,1.3075594
stool,1.1390929
colon,1.0060475
abase,1.2388769
marry,1.0695465
react,1.6920086
batty,0.98401725
pride,1.4064795
floss,0.93606913
helix,1.1952484
croak,1.325702
staff,1.0427645
paper,1.362851
unfed,1.1403887
whelp,1.1330453
trawl,1.4060475
outdo,0.93693304
adobe,1.4146868
crazy,1.1429806
sower,1.4591793
repay,1.5399568
digit,0.8634989
crate,1.6920086
cluck,0.7654428
spike,1.2393088
mimic,0.6103672
pound,1.0349892
maxim,0.8185745
linen,1.2539957
unmet,1.3079914
flesh,1.2561555
booby,0.59827214
forth,1.1935205
first,1.2855291
stand,1.3451403
belly,1.0436285
ivory,1.1762419
seedy,1.0678185
print,1.3161987
yearn,1.6280777
drain,1.4311016
bribe,1.2138228
stout,1.0457883
panel,1.5157667
crass,1.2237581
flume,1.1516199
offal,1.0539957
agree,1.3442764
error,1.1183585
swirl,1.2717062
argue,1.537365
bleed,1.0272138
delta,1.5766739
flick,0.9295896
totem,1.1667386
wooer,1.2030238
front,1.2673866
shrub,1.1049676
parry,1.0902808
biome,1.2704104
lapel,1.2812095
start,1.311879
greet,1.2514039
goner,1.4755939
golem,1.2850972
lusty,1.212527
loopy,0.9110151
round,1.2470843
audit,1.3174946
lying,1.1066954
gamma,0.66047513
labor,1.4401728
islet,1.5706264
civic,0.5460043
forge,1.3274298
corny,1.2634989
moult,1.1848812
basic,1.2479482
salad,1.1071274
agate,1.2742981
spicy,1.0695465
spray,1.3507559
essay,1.2976242
fjord,0.9131749
spend,1.2699784
kebab,1.0518359
guild,1.0462203
aback,0.79654425
motor,1.0734341
alone,1.6570195
hatch,1.0410367
hyper,1.3110151
thumb,0.8933045
dowry,1.076026
ought,1.0695465
belch,1.2086393
dutch,1.0025918
pilot,1.287689
tweed,1.0038877
comet,1.3572354
jaunt,1.1274298
enema,1.2190065
steed,1.187041
abyss,0.96414685
growl,1.1455723
fling,1.0159827
dozen,1.1593952
boozy,0.61209506
erode,1.27473
world,1.17581
gouge,1.0751619
click,0.8475162
briar,1.1546437
great,1.6280777
altar,1.325702
pulpy,0.80820733
blurt,1.2423326
coast,1.4319655
duchy,0.89460045
groin,1.29892
fixer,1.2025918
group,1.1287256
rogue,1.4354211
badly,1.1278617
smart,1.438013
pithy,1.0609071
gaudy,1.0596112
chill,0.9274298
heron,1.5097193
vodka,0.9948164
finer,1.42419
surer,1.2855291
radio,1.4842333
rouge,1.4354211
perch,1.324406
retch,1.4630669
wrote,1.4803456
clock,0.8587473
tilde,1.463499
store,1.6634989
prove,1.3222462
bring,1.1235421
solve,1.3580993
cheat,1.4941685
grime,1.3555076
exult,1.237581
usher,1.4457884
epoch,1.2535638
triad,1.4816414
break,1.412959
rhino,1.3330454
viral,1.3779697
conic,1.0034558
masse,1.2492441
sonic,1.2682506
vital,1.3045356
trace,1.6920086
using,1.1110151
peach,1.3555076
champ,1.0280777
baton,1.324406
brake,1.412959
pluck,0.9075594
craze,1.4190065
gripe,1.3762419
weary,1.474298
picky,0.8898488
acute,1.5278617
ferry,1.0937365
aside,1.5550756
tapir,1.4712743
troll,1.2311015
unify,0.98401725
rebus,1.3974082
boost,0.9719222
truss,1.1231102
siege,1.1386609
tiger,1.5149028
banal,1.0332613
slump,1.0224622
crank,1.2725703
gorge,1.2393088
query,1.2077754
drink,1.1257019
favor,1.1987041
abbey,1.1451404
tangy,1.2280778
panic,1.2526997
solar,1.5917927
shire,1.5278617
proxy,0.99784017
point,1.2453563
robot,1.0600432
prick,1.0712743
wince,1.2505399
crimp,1.112743
knoll,0.9062635
sugar,1.3481642
whack,0.92095035
mount,1.1425486
perky,1.2345573
could,1.1213822
wrung,1.0099353
light,1.1408207
those,1.4656588
moist,1.2539957
shard,1.3447084
pleat,1.5663067
aloft,1.3408208
skill,0.92440605
elder,1.2634989
frame,1.4285097
humor,1.1421167
pause,1.462635
ulcer,1.4885529
ultra,1.5196544
robin,1.2846652
cynic,0.8928726
agora,1.1771058
aroma,1.1762419
caulk,1.1507559
shake,1.3667387
pupal,1.0224622
dodge,1.037581
swill,0.92095035
tacit,1.1611232
other,1.5602592
thorn,1.3416847
trove,1.4609071
bloke,1.2293737
vivid,0.51058316
spill,0.98660904
chant,1.275594
choke,1.1913607
rupee,1.1688985
nasty,1.3654428
mourn,1.2159827
ahead,1.17581
brine,1.4501079
cloth,1.2159827
hoard,1.3684665
sweet,1.1110151
month,1.1088552
lapse,1.5451404
watch,1.1218143
today,1.3114471
focus,1.038013
smelt,1.4198704
tease,1.4211663
cater,1.6920086
movie,1.2194384
lynch,1.0548596
saute,1.601296
allow,1.049244
renew,1.1520518
their,1.549028
slosh,1.0069114
purge,1.2941685
chest,1.3684665
depot,1.3442764
epoxy,1.0924406
nymph,0.8596112
found,0.974946
shall,1.1140388
harry,1.1045356
stove,1.3663067
lowly,0.83542114
snout,1.2807776
trope,1.5460043
fewer,1.0038877
shawl,1.187041
natal,1.2060475
fibre,1.3019439
comma,1.0090712
foray,1.3144709
scare,1.6708423
stair,1.5887688
black,1.0686826
squad,1.0293736
royal,1.5049676
chunk,0.8794816
mince,1.2954644
slave,1.4600432
shame,1.4082073
cheek,0.9166307
ample,1.4069115
flair,1.4030237
foyer,1.3779697
cargo,1.3680346
oxide,1.2021599
plant,1.3477322
olive,1.3706263
inert,1.6228942
askew,1.2868251
heist,1.4544276
shown,1.0427645
zesty,1.2064794
hasty,1.2915766
trash,1.4730022
fella,1.2302376
larva,1.1045356
forgo,0.87429804
story,1.387473
hairy,1.3775378
train,1.5593952
homer,1.4008639
badge,1.2535638
midst,1.1231102
canny,1.0077754
fetus,1.2980561
butch,0.95809937
farce,1.4933045
slung,1.1114471
tipsy,1.1641469
metal,1.5455724
yield,1.3555076
delve,0.9775378
being,1.2181425
scour,1.3101512
glass,1.0781858
gamer,1.4686825
scrap,1.3641468
money,1.2933046
hinge,1.2665226
album,1.1140388
vouch,0.9097192
asset,1.4056156
tiara,1.324406
crept,1.4488121
bayou,1.1762419
atoll,1.262203
manor,1.4112312
creak,1.4911447
showy,0.9853132
phase,1.4289417
froth,1.1935205
depth,1.2172786
gloom,0.8423326
flood,0.8332613
trait,1.3291577
girth,1.2224622
piety,1.3533478
payer,1.5399568
goose,1.1542116
float,1.3408208
donor,1.0539957
atone,1.6652268
primo,1.2099352
apron,1.4319655
blown,1.0073434
cacao,0.886825
loser,1.6552916
input,1.1520518
gloat,1.3809935
awful,1.0431966
brink,1.0812095
smite,1.4194385
beady,1.3041036
rusty,1.2941685
retro,1.3978401
droll,1.1028078
gawky,0.8734341
hutch,0.84578836
pinto,1.2453563
gaily,1.2617711
egret,1.2414687
lilac,1.1460043
sever,1.1619871
field,1.2647948
fluff,0.57278615
hydro,1.1559396
flack,1.0427645
agape,1.1356372
wench,1.1347733
voice,1.2842332
stead,1.5637149
stalk,1.3149028
berth,1.3848813
madam,0.69071275
night,1.0984881
bland,1.1853132
liver,1.4414687
wedge,0.84665227
augur,1.0838013
roomy,0.9719222
wacky,0.937365
flock,0.94082075
angry,1.3015119
bobby,0.5904968
trite,1.3896328
aphid,1.1451404
tryst,1.1041037
midge,1.1537797
power,1.3416847
elope,1.1827214
cinch,0.88164145
motto,0.7183585
stomp,1.1239741
upset,1.3580993
bluff,0.687689
cramp,1.2259179
quart,1.2522678
coyly,0.94686824
youth,1.1200864
rhyme,1.2902808
buggy,0.625054
alien,1.6457883
smear,1.6060475
unfit,1.0920086
patty,1.0181426
cling,1.1200864
glean,1.4958963
label,1.2470843
hunky,0.8660907
khaki,0.9239741
poker,1.3451403
gruel,1.424622
twice,1.3010799
twang,1.1317495
shrug,1.1192225
treat,1.5058315
unlit,1.2825054
waste,1.487689
merit,1.5140389
woven,1.1326134
octal,1.4449244
needy,1.0384449
clown,1.0855292
widow,0.8142549
irony,1.34946
ruder,1.1831534
gauze,1.1909287
chief,1.1822894
onset,1.5395248
prize,1.2617711
fungi,0.93347734
charm,1.2401727
gully,0.79913604
inter,1.6228942
whoop,0.7010799
taunt,1.1231102
leery,1.2825054
class,1.1421167
theme,1.0431966
lofty,1.1282938
tibia,1.0820735
booze,0.88812095
alpha,0.9883369
thyme,1.2168467
eclat,1.6103672
doubt,1.0514039
parer,1.3632829
chute,1.29892
stick,1.1153347
trice,1.5788337
alike,1.4954643
sooth,1.0203024
recap,1.5533477
saint,1.4647949
liege,1.1516199
glory,1.2419007
grate,1.6280777
admit,1.2488121
brisk,1.1105832
soggy,0.8699784
usurp,0.9762419
scald,1.2928725
scorn,1.3503239
leave,1.2103672
twine,1.3451403
sting,1.2017279
bough,0.8967603
marsh,1.3136069
sloth,1.2894168
dandy,0.9719222
vigor,1.1257019
howdy,0.87818575
enjoy,1.1762419
valid,1.1762419
ionic,1.0017278
equal,1.338661
unset,1.4462203
floor,1.0349892
catch,1.0453564
spade,1.425054
stein,1.5282937
exist,1.3066955
quirk,0.93822896
denim,1.2617711
grove,1.3023758
spiel,1.4319655
mummy,0.51231104
fault,1.2475162
foggy,0.6924406
flout,1.1455723
carry,1.1343412
sneak,1.4406048
libel,1.1339093
waltz,1.0596112
aptly,1.2902808
piney,1.3028078
inept,1.4107991
aloud,1.3205184
photo,0.8924406
dream,1.4989201
stale,1.6838013
vomit,1.0514039
ombre,1.3524837
fanny,0.9036717
unite,1.4587473
snarl,1.5386609
baker,1.412959
there,1.2760259
glyph,0.9028078
pooch,0.80820733
hippy,0.7762419
spell,1.163283
folly,0.8522678
louse,1.4911447
gulch,0.96414685
vault,1.2224622
godly,1.0401728
threw,1.3533478
fleet,1.1295897
grave,1.4043196
inane,1.3663067
shock,1.0021598
crave,1.4682505
spite,1.4401728
valve,1.1939524
skimp,0.91187906
claim,1.2742981
rainy,1.4514039
musty,1.0613391
pique,1.0950325
daddy,0.73952484
quasi,1.1490281
arise,1.7568035
aging,1.0397408
valet,1.4812095
opium,1.0457883
avert,1.562851
stuck,1.0332613
recut,1.4967602
mulch,0.96328294
genre,1.2021599
plume,1.211663
rifle,1.4665227
count,1.2073435
incur,1.2695464
total,1.2544277
wrest,1.4565874
mocha,1.1693305
deter,1.2786177
study,1.0924406
lover,1.4526998
safer,1.5667386
rivet,1.449676
funny,0.7084233
smoke,1.2298056
mound,1.0142548
undue,1.0518359
sedan,1.5131749
pagan,0.91706264
swine,1.3239741
guile,1.3425486
gusty,1.062203
equip,1.0950325
tough,1.0695465
canoe,1.5706264
chaos,1.3075594
covet,1.2928725
human,1.1200864
udder,1.1762419
lunch,1.0721382
blast,1.3429805
stray,1.4894168
manga,0.89460045
melee,0.8984881
lefty,1.2937365
quick,0.7701944
paste,1.5533477
given,1.1671706
octet,1.2289417
risen,1.6017278
groan,1.4120951
leaky,1.3961123
grind,1.1680346
carve,1.4682505
loose,1.3045356
sadly,1.2794816
spilt,1.2639309
apple,1.2794816
slack,1.2203023
honey,1.3282937
final,1.2790496
sheen,1.1403887
eerie,1.1209503
minty,1.1140388
slick,1.1071274
derby,1.2730021
wharf,1.0911447
spelt,1.4406048
coach,1.0479481
erupt,1.4526998
singe,1.3697624
price,1.4401728
spawn,1.1304536
fairy,1.3032397
jiffy,0.562419
filmy,0.9576674
stack,1.2285097
chose,1.3710583
sleep,1.1684666
ardor,1.2103672
nanny,0.8159827
niece,1.1732181
woozy,0.5805616
handy,1.1339093
grace,1.5334773
ditto,1.0259179
stank,1.2725703
cream,1.5326134
usual,1.137797
diode,1.187905
valor,1.3892008
angle,1.4958963
ninja,0.9231101
muddy,0.6704104
chase,1.4730022
reply,1.4272138
prone,1.4954643
spoil,1.2665226
heart,1.6622031
shade,1.4393089
diner,1.4946004
arson,1.54946
onion,0.80950326
sleet,1.3071275
dowel,1.2704104
couch,0.85269976
palsy,1.2691145
bowel,1.2259179
smile,1.4112312
evoke,0.9049676
creek,1.1144708
lance,1.5598272
eagle,1.2647948
idiot,1.0203024
siren,1.6017278
built,1.1602591
embed,0.8660907
award,1.0056156
dross,1.0881209
annul,1.1097193
goody,0.7710583
frown,1.063067
patio,1.400432
laden,1.5261339
humid,0.9291577
